logprob,Id,Ti,L,Y,CC,ECC,RId,W,AA,F,J
-20.576,1989914450,applications of satellite remote sensing for research and heritage management in indian prehistory,en,2010,22,22,"1504183433,1623899554,264651070,2555657399,2098634690,496957246,566843378,2520500438,1989602915,2512066089,2493990084,2736758226","applications,heritage,indian,management,prehistory,remote,research,satellite,sensing",shanti pappu|2158148924|kumar akhilesh|2580858403|sudha ravindranath|2151007825|uday raj|1866305057,thematic map|93692415|tamil|140688305|satellite|19269812|remote sensing|62649853|prehistory|204852536|multidisciplinary approach|22467394|land use|4792198|geology|127313418|cultural heritage management|93371752|archaeology|166957645,j archaeol sci|190270160
-20.576,2081522708,analytical applications of fine scale terrestrial lidar at the imperial inca site of caranqui northern highland ecuador,en,2014,10,10,"2067191022,2114828048,2075690349,2168583588,2085680307,2116294546,2148516594,2213196136,2202777762,2323766051,2034385314,1516315621,2113329047,2073322397,2072736628,2047634457,54412599,61992591,2316303207,161749980,2476323648","analytical,applications,caranqui,ecuador,fine,highland,imperial,inca,lidar,northern,scale,site,terrestrial",boleslo e romero|2322387078|tamara l bray|2127388498,remote sensing|62649853|point cloud|131979681|lidar|51399673|history|95457728|feature extraction|52622490|archaeology|166957645,world archaeology|14980801
-20.584,2014439803,integrated remote sensing investigations of ancient quarries and road systems in the greater dayr al barshā region middle egypt a study of logistics,en,2015,11,11,"2005073772,1578368825,2154741421,1654063000,1991571876,2037028543,1996922388,2018297962,2027852713,2129494404,563363886,2097870391,2101779669,1608634705,2462876700,104273951,624470434,31344174,2320825075,652458283,2284202157,2523796907,585595810,1589891654,2018520245,1837973152,1994282040,62286616,2523370481,1601590325,1968331969,2049693150,2790662873,2463795346","al,ancient,barshā,dayr,egypt,greater,integrated,investigations,logistics,middle,quarries,region,remote,road,sensing,systems",veronique de laet|1822452753|gertrud van loon|2145908065|athena van der perre|2315420599|iris deliever|2554973321|harco willems|2113513447,talatat|2779771158|spatial contextual awareness|64754055|remote sensing|62649853|mining engineering|16674752|human settlement|16678853|geology|127313418|archaeology|166957645|amarna period|2779156937,j archaeol sci|190270160
-20.591,2141767691,innovative ground penetrating radar methods for archaeological mapping,en,2006,19,19,"260767608,2040056423","archaeological,ground,innovative,mapping,methods,penetrating,radar",lawrence b conyers|1392871264,remote sensing|62649853|radar|554190296|ground penetrating radar|71813955|geology|127313418|archaeology|166957645,archaeological prospection|180658431
-20.594,1886711746,a template matching approach combining morphometric variables for automated mapping of charcoal kiln sites,en,2015,17,17,"1971414292,2091460873,1798489336,2042308317,1932582440,2037280393,2042474989,1996922388,1990868684,2119211033,2114298716,2149064628,1977024169,2041180574,2017723084,1974906060,2171065827,2154587786,1998643995,2062789863,2008235313,2053238010,2152482502,2092681559,2102784917,2008524030,42583278,2009166224,2039907547,2499577420,2492344942,2504787906","approach,automated,charcoal,combining,kiln,mapping,matching,morphometric,sites,template,variables",anna schneider|2128216079|melanie takla|2061988325|alexander nicolay|2149713663|alexandra raab|2025667892|thomas raab|1992513227,terrain|161840515|template matching|158096908|remote sensing|62649853|kiln|19229882|geology|127313418|geoarchaeology|18065371|excavation|31858485|digitization|2779308522|digital elevation model|181843262|charcoal|526406351|archaeology|166957645,archaeological prospection|180658431
-20.6,2616487805,3d modelling of archaeological small finds by a low cost rangecamera methodology and first results,en,2017,1,1,"2049981393,1987648924,2099940712,2465468017,2425669214","3d,archaeological,cost,finds,first,low,methodology,modelling,rangecamera,small",r ravanelli|2634778065|andrea nascetti|2614401323|m di rita|2328669655|lorenzo nigro|2120137615|daria montanari|2345957894|federica spagnoli|2615987704|mattia crespi|2293820698,remote sensing|62649853|photogrammetry|117455697|excavation|31858485|engineering|127413603|documentation|56666940|computer vision|31972630|artificial intelligence|154945302|archaeology|166957645,isprs international archives photogrammetry remote sensing spatial information sciences|2764939010
-20.604,2004602175,incorporation and colonization postcolumbian iroquois satellite communities and processes of indigenous autonomy,en,2013,16,16,"2057781061,2333703121,2064958055,2140556522,2140491597,2094313592,2163644793,2316344837,116241894,2095724883,2089475808,2241538521,2336820734,2322965566,2099267188,2111816141,837916059,2317487126,2409653554,2129710148,2323437492","autonomy,colonization,communities,incorporation,indigenous,iroquois,postcolumbian,processes,satellite",kurt a jordan|2126753665,sovereignty|186229450|sociology|144024400|satellite|19269812|indigenous|55958113|homeland|2778880830|colonization|2776927270|colonialism|531593650|autonomy|65414064|archaeology|166957645|anthropology|19165224,amer anthropol|102499938
-20.606,1973070943,integration of remote sensing and gis for archaeological investigations,en,2009,5,5,"2049926099,2323766051,2150190877,2151487447,201224041,2152087413,2313905492,1487413443,2475560402","archaeological,gis,integration,investigations,remote,sensing",derya maktav|1360304923|james crow|2573919998|c kolay|2061225052|b yegen|2168054161|bihrat onoz|144938103|filiz sunar|1945145238|g coskun|2713663937|h karadogan|1608008508|m cakan|2013272917|i akar|2690350351|c uysal|2638000344|d gucluer|352929536|b geze|1983708620|g ince|2652544907,spatial analysis|159620131|remote sensing|62649853|hydraulic engineering|7879346|global positioning system|60229501|geology|127313418|geographic information system|41856607|cartography|58640448|assisted gps|198613851|archaeology|166957645,int j remote sens|117411352
-20.611,2517883994,reanalyzing environmental lidar data for archaeology mesoamerican applications and implications,en,2016,7,7,"2083281122,2148516594,1965228281,2085060778,2093890672,2057414382,1545072659,2095237013,2012938189,2029244515,2190417582,1552408758,2027989580,2005532512,2333921323,2189804331,1986464058,65021800,2172425412,120413888,651195712,16140716,2303539702,2063075641,1996001129,2313454206,2091547166,279066137,1866817575,2058636044,2140664065,2330753694,1958381438,2271979583,1967898774,2175964721,2061121555,2079002283,2093220097,2324596184,1991646031,2304587565,2319531510,144190462,2005860167,2048650749,2523732344,646131102","applications,archaeology,data,environmental,implications,lidar,mesoamerican,reanalyzing",charles golden|2158017241|timothy murtha|2003299285|bruce d cook|2141281351|derek shaffer|2648809741|whittaker schroder|2142418498|elijah j hermitt|2712197541|omar alcover firpi|2514079686|andrew k scherer|2169520167,visual inspection|168820333|transect|69661492|remote sensing|62649853|prospection|2778426922|lidar|51399673|land use|4792198|environmental science|39432304|environmental monitoring|539469273|context analysis|52085439|archaeology|166957645,journal archaeological science reports|2764743818
-20.614,2091279645,selected radar images of man made underground galleries,en,2002,24,24,"1972044994,2137993924,2125044875,2087495557,2065219921,2041447512,2067382588,1993885226,2020780583,1983112676","galleries,images,man,radar,selected,underground",henrique lorenzo|2139025173|m c hernandez|2683766552|v cuellar|2661347963,remote sensing|62649853|radar imaging|10929652|radar|554190296|prospecting|175181221|ground penetrating radar|71813955|geology|127313418|excavation|31858485|bistatic radar|100102862|archaeology|166957645,archaeological prospection|180658431
-20.615,1254409997,satellite based monitoring of archaeological looting in peru,en,2012,15,15,"2118898434,2131586477,1510924284,2004934538,2136502970,2117527927,2096464883,2031456617,2018511355,2071719485,584847175,2103487403,2021984623,2005426878,2004077049,2053204079,2138508232,2162996761,2039337873,2399767476,2905290611,1987603236","archaeological,looting,monitoring,peru,satellite",rosa lasaponara|233151887|maria danese|2101568107|nicola masini|146908812,spatial analysis|159620131|satellite|19269812|middle east|3651065|looting|2780570456|geography|205649164|excavation|31858485|archaeology|166957645,
-20.617,83906707,mtads magnetometer survey of the badlands bombing range sd impact area combined airborne vehicular and man portable survey september 2002,en,2003,4,4,,"2002,airborne,area,badlands,bombing,combined,impact,magnetometer,man,mtads,portable,range,sd,september,survey,vehicular",herbert h nelson|2167501035|daniel a steinhurst|2075892826|david wright|2710134747|tom furuya|2648172093|j r mcdonald|2579042655,remote sensing|62649853|oglala sioux|2908896629|geophysical survey|114315601|engineering|127413603|archaeology|166957645|aerial reconnaissance|185154738,
-20.622,1999999880,camera variant calibration and sensor modeling for practical photogrammetry in archeological sites,en,2011,8,8,"2145023731,1972325237,2403429490,2410305242,1610978399,2150982637,2091016684","archeological,calibration,camera,modeling,photogrammetry,practical,sensor,sites,variant",kazuya nakano|2409063806|hirofumi chikatsu|1705905948,remote sensing|62649853|photogrammetry|117455697|meter|126627574|geology|127313418|digital camera|2779705975|computer vision|31972630|camera resectioning|110898773|camera auto calibration|94816000|calibration|165838908|bundle|2778134712|artificial intelligence|154945302|archaeology|166957645,remote sensing|43295729
-20.623,735113,remote sensing in archaeology an explicitly north american perspective,en@@@ja,2006,29,74,"1972044994,1998184882,2087495557","american,archaeology,explicitly,north,perspective,remote,sensing",jay k johnson|2397719753|marco giardano|2549205119|kenneth l kvamme|2600466324|r berle clay|2284107172|thomas j green|2556780817|rinita a dalan|2093835385,stars|150846664|shovel|2781458734|remote sensing|62649853|geography|205649164|fantasy|534859617|dirt|2778582501|archaeology|166957645,
-20.625,1983537111,detecting submerged objects the application of side scan sonar to forensic contexts,en,2013,11,11,"260767608,1564884155,1536598668,646756883,1495139161,599013502,561247523,2048128448,2144718259,2137386742,1994396401,2081456416,2093697299,2171764815,2127124992,2097538315,1973121907,2007547438,574695788,2120511378,1984017558,2168643696,2098831568,2131148936,2037376132,1412548307,2077299641,1989546805,2903589576,2480070841,2113323966,2041523089,2139487330,2077606383,1969157424,2082696461,2135142082,2491938821,2906544670,1575794467,2183626944","application,contexts,detecting,forensic,objects,scan,side,sonar,submerged",john schultz|2125273185|carrie a healy|2581560072|kenneth parker|2718109987|bim lowers|2084921354,underwater|98083399|terrain|161840515|side scan sonar|2776355146|remotely operated underwater vehicle|145424490|remote sensing|62649853|medicine|71924100|ground penetrating radar|71813955|archaeology|166957645|analytical chemistry|115704247,forensic sci int|15336283
-20.627,2094008368,airborne multi spectral prospection for buried archaeology in mobile sand dominated systems,en,2005,18,18,"2027724118,599017475,2252695833,2087760896,2280313909,2317221255,396767123","airborne,archaeology,buried,dominated,mobile,multi,prospection,sand,spectral,systems",s j winterbottom|2707986727|tom dawson|2590650281,remote sensing|62649853|prospection|2778426922|multispectral pattern recognition|104541649|multispectral image|173163844|geology|127313418|excavation|31858485|erosion|123157820|coastal erosion|154261466|archaeology|166957645|archaeological record|2779269003,archaeological prospection|180658431
